At1,At2,prediction
0.136,-1.49,0
0.538,-1.39,0
-0.503,1.35,0
-0.991,0.114,0
0.675,-1.53,0
-0.581,-1.34,0
-1.38,-1.08,0
-0.298,-0.823,0
0.0919,-0.154,0
-1.01,1.21,0
-1.89,-0.418,0
2.22,1.18,0
0.0608,-1.23,0
0.677,1.03,0
0.641,1.72,0
-0.539,0.648,0
0.934,0.358,0
0.0105,-1.26,0
-0.86,-1.27,0
0.883,-1,0
2.32,1.3,0
-0.566,-1.62,0
-1.25,-1.14,0
2.69,1.12,0
-0.529,-1.22,0
1.39,1.52,0
1.21,-0.132,0
0.126,-1.08,0
-0.967,1.22,0
-0.121,-0.498,0
1.4,0.43,0
0.994,0.348,0
-0.193,-0.288,0
-0.545,-1.31,0
1.06,-0.232,0
1.06,0.763,0
0.646,1.23,0
0.673,1.07,0
-0.512,-0.954,0
-0.701,1.17,0
-0.957,0.848,0
-0.676,0.797,0
1.47,-0.0839,0
0.514,0.715,0
-0.451,-1.34,0
-0.484,0.615,0
1.17,0.868,0
1.2,0.318,0
-0.795,0.276,0
-0.000689,2,0
-2.06,-0.332,0
1.42,-1.1,0
1.07,0.646,0
-0.285,1.39,0
0.0524,-0.853,0
1.81,-0.0547,0
-0.379,0.638,0
-1.14,1.16,0
0.878,-0.856,0
-1.08,1.19,0
0.13,-0.469,0
0.224,1.57,0
2.13,1.16,0
-0.604,-1.2,0
-0.109,-1.32,0
0.0803,-1.15,0
0.383,-0.987,0
0.799,-0.834,0
0.866,0.612,0
0.897,0.294,0
2.46,1.21,0
-0.267,1.37,0
2.04,-0.462,0
-1.17,-0.556,0
-1.49,0.555,0
1.08,-1.76,0
2.03,0.984,0
1.17,1.28,0
-0.448,0.91,0
1.07,0.573,0
1.05,0.776,0
1.2,0.0691,0
-0.973,0.712,0
0.0399,-1.28,0
-0.522,0.206,0
1.46,-1.61,0
-0.912,1.34,0
-0.375,-1.39,0
-0.117,1.47,0
0.388,0.863,0
-1.53,0.0251,0
1.38,1.27,0
0.237,-1.26,0
1.63,-2.16,0
-0.148,1.6,0
0.159,0.586,0
0.262,-0.538,0
-1.83,-0.964,0
-1.65,-0.731,0
0.737,-0.183,0
0.711,0.787,0
0.953,1.14,0
-0.284,-1.02,0
1.47,-1.29,0
-0.89,-1.18,0
1.7,0.157,0
-0.451,0.723,0
-0.499,-0.858,0
-0.515,0.625,0
1.16,0.776,0
-1.55,-0.132,0
-0.325,0.388,0
0.372,-0.809,0
0.335,1.99,0
-0.595,0.625,0
-1.03,-0.95,0
0.452,1.95,0
0.656,1.25,0
-0.872,-0.461,0
0.425,0.0454,0
-1.24,0.788,0
0.524,0.283,0
0.83,0.692,0
0.347,-0.242,0
1.29,0.622,0
-0.106,0.552,0
-0.353,-0.836,0
-1.28,-0.00494,0
-0.172,-0.676,0
0.303,-1.18,0
0.455,-0.869,0
-0.964,-1.17,0
-1.85,-0.467,0
0.632,1.45,0
0.552,-0.199,0
2.14,-0.453,0
-0.688,0.709,0
-0.0708,0.439,0
